0,0.554427,-2.2904e-05,0.508199,-0.116286,-0.0205523,0.325129,0.00842606,-0.0192602,-4.9703e-05
0.019285,0.554424,-2.80387e-05,0.50815,-0.202205,-0.00510843,0.348304,0.00551717,-0.0275813,-3.495e-05
0.0407767,0.554436,-3.27518e-05,0.508135,-0.237362,0.012074,0.281247,0.00304469,-0.0262529,-2.40717e-05
0.0597944,0.554457,-3.73728e-05,0.508144,-0.219371,0.0285376,0.158582,0.00114351,-0.0184938,-1.32191e-05
0.0793831,0.554477,-3.97817e-05,0.508167,-0.152366,0.0377682,0.0356864,-0.000383791,-0.0087501,9.64398e-06
0.0996149,0.554488,-3.924e-05,0.508187,-0.082823,0.038197,-0.0372221,-0.00126681,-0.00174633,2.798e-05
0.120217,0.554492,-3.52346e-05,0.508209,-0.00139032,0.0297426,-0.0851984,-0.00200381,0.00400758,4.33685e-05
0.139575,0.554489,-2.85184e-05,0.508221,0.0520289,0.0133053,-0.0887864,-0.00179567,0.00638884,3.77519e-05
0.159605,0.554483,-2.06951e-05,0.508225,0.0713547,-0.00688838,-0.0644738,-0.000950215,0.00598105,9.25215e-06
0.179661,0.554476,-1.38081e-05,0.508223,0.0620725,-0.0252157,-0.0309417,0.00014187,0.00399793,-2.64107e-05
0.200003,0.554472,-9.48861e-06,0.508219,0.0378869,-0.0366414,-0.00189976,0.00104245,0.00177636,-5.95531e-05
0.219271,0.55447,-8.7481e-06,0.508214,0.0124205,-0.0380636,0.0150347,0.00128257,-0.000132659,-7.21389e-05
0.239994,0.55447,-1.17632e-05,0.508211,-0.00665668,-0.0292849,0.0202332,0.00109332,-0.00113089,-6.15406e-05
0.259699,0.554472,-1.75945e-05,0.508211,-0.0153424,-0.0130454,0.0168842,0.000481713,-0.001398,-3.28521e-05
0.279231,0.554473,-2.47564e-05,0.508212,-0.0160238,0.00611048,0.00971535,-0.000210277,-0.00118269,8.25499e-06
0.29926,0.554474,-3.13035e-05,0.508213,-0.0118379,0.0229126,0.00302376,-0.000701158,-0.000637925,4.35952e-05
0.319576,0.554475,-3.55383e-05,0.508215,-0.00593767,0.0330353,-0.00173991,-0.00102398,-0.000244723,6.75855e-05
0.340047,0.554475,-3.64813e-05,0.508217,-0.00151908,0.0341158,-0.00342902,-0.000920867,0.000107692,7.17253e-05
0.359296,0.554475,-3.43017e-05,0.508218,0.0014005,0.0273408,-0.00325497,-0.000680476,0.000221302,5.73373e-05
0.379905,0.554474,-2.86967e-05,0.508219,0.00250777,0.0118316,-0.00187983,-0.000174415,0.000205882,2.61231e-05
0.399774,0.554474,-2.22447e-05,0.50822,0.00233662,-0.00501867,-0.000305584,0.000348355,0.000202025,-1.10124e-05
0.42013,0.554474,-1.62682e-05,0.508221,0.00199554,-0.019818,0.000353866,0.000652622,6.03112e-05,-4.1805e-05
0.439027,0.554473,-1.23397e-05,0.508222,0.00115019,-0.0287853,0.000601343,0.000860051,4.7343e-05,-6.06249e-05
0.460003,0.554473,-1.13e-05,0.508223,0.00102008,-0.0299008,0.000183683,0.000759992,1.85436e-05,-6.37979e-05
0.479309,0.554473,-1.33604e-05,0.508224,0.000694375,-0.0231617,-0.000511786,0.000476259,-1.62722e-05,-4.7825e-05
0.498965,0.554474,-1.77885e-05,0.508225,0.000446052,-0.0107319,-0.000803361,0.000128076,4.87375e-05,-2.25671e-05
0.51908,0.554474,-2.27606e-05,0.508225,0.000383294,0.00247719,-0.00111064,-0.000284972,-1.63376e-05,6.47105e-06
0.539351,0.554474,-2.85003e-05,0.508226,-0.000268267,0.0169204,-0.000698068,-0.000571257,1.90798e-05,3.67772e-05
0.559588,0.554473,-3.1916e-05,0.508227,-0.000454958,0.0249016,-0.000166028,-0.000726038,-7.76253e-06,5.24333e-05
0.583333,0.554473,-3.28234e-05,0.508228,-0.000919628,0.0260901,0.000376616,-0.000668777,-5.91055e-05,5.58469e-05
0.599722,0.554473,-3.13214e-05,0.508228,-0.00106978,0.0212603,0.000982882,-0.000435341,-2.11076e-05,4.383e-05
0.619612,0.554473,-2.75979e-05,0.508229,-0.000883814,0.01095,0.0010582,-0.000154836,-8.32928e-05,2.28142e-05
0.640207,0.554473,-2.27594e-05,0.50823,-0.000775742,-0.00173046,0.00111811,0.000241021,-1.58053e-05,-4.55128e-06
0.660152,0.554473,-1.80448e-05,0.508231,-6.35449e-06,-0.0134082,0.000633678,0.000471046,-2.15426e-05,-2.94964e-05
0.680553,0.554473,-1.47355e-05,0.508232,0.000351096,-0.0210454,3.83169e-05,0.000617339,2.98812e-06,-4.4272e-05
0.70019,0.554473,-1.35478e-05,0.508233,0.000856342,-0.0229047,-0.000442626,0.000599782,6.77044e-05,-4.90839e-05
0.720525,0.554473,-1.47162e-05,0.508234,0.00117055,-0.0187205,-0.00104349,0.000373254,2.70645e-05,-3.8729e-05
0.740267,0.554473,-1.78297e-05,0.508235,0.000899337,-0.00986723,-0.00106735,0.000143922,8.16144e-05,-2.0187e-05
0.759909,0.554473,-2.19297e-05,0.508236,0.000830419,0.00112382,-0.00103012,-0.000194519,3.68315e-05,2.8308e-06
0.779972,0.554473,-2.59677e-05,0.508236,0.000154616,0.0113535,-0.000661159,-0.000416938,9.58471e-06,2.53068e-05
0.799483,0.554473,-2.83745e-05,0.508237,-0.00010733,0.0171477,-0.000199423,-0.000527272,3.93216e-06,3.61488e-05
0.819687,0.554473,-2.98253e-05,0.508238,-0.000636438,0.0200038,0.00028343,-0.000539052,-5.80746e-05,4.29249e-05
0.840632,0.554473,-2.91623e-05,0.508238,-0.000951983,0.017544,0.000813326,-0.000371625,-1.64836e-05,3.6317e-05
0.863712,0.554473,-2.67083e-05,0.508239,-0.000780742,0.0106336,0.000862648,-0.000189787,-7.36959e-05,2.2056e-05
0.880714,0.554473,-2.35622e-05,0.50824,-0.000812496,0.00226513,0.000950101,9.38858e-05,-1.98248e-05,4.1045e-06
0.899199,0.554473,-2.018e-05,0.50824,-0.000220937,-0.00626224,0.000614437,0.00026212,-3.82662e-05,-1.40557e-05
0.920197,0.554473,-1.68499e-05,0.508241,0.000101746,-0.014231,0.000158916,0.00044231,-7.7898e-06,-2.99211e-05
0.940288,0.554473,-1.53006e-05,0.508242,0.000555008,-0.0173376,-0.000205115,0.000479436,5.1222e-05,-3.73541e-05
0.96091,0.554473,-1.55326e-05,0.508243,0.00089489,-0.0157912,-0.000733153,0.000339716,1.57475e-05,-3.27878e-05
