0,0.554432,-3.17198e-05,0.508136,-0.233807,0.00828618,0.301389,0.00355524,-0.0271096,-2.63218e-05
0.0201011,0.554451,-3.61226e-05,0.508139,-0.230656,0.0241761,0.197507,0.00161624,-0.021263,-1.77313e-05
0.0385463,0.55447,-3.92057e-05,0.508157,-0.183621,0.0351707,0.0820129,0.000208118,-0.0126392,4.60608e-07
0.0588536,0.554482,-3.98488e-05,0.508175,-0.12679,0.0386839,0.00497355,-0.000754807,-0.00593907,1.61341e-05
0.0790763,0.554491,-3.76784e-05,0.508199,-0.0398913,0.0351707,-0.0674174,-0.00172826,0.00155462,3.88831e-05
0.100524,0.554491,-3.14374e-05,0.508217,0.0347324,0.0206036,-0.09164,-0.00195086,0.00587043,4.17775e-05
0.118787,0.554486,-2.46074e-05,0.508224,0.0660182,0.00333652,-0.0790686,-0.00148019,0.00640553,2.63986e-05
0.140302,0.55448,-1.77427e-05,0.508225,0.070165,-0.0147453,-0.0511218,-0.000469897,0.00534134,-4.88059e-06
0.159246,0.554474,-1.16768e-05,0.508221,0.0535794,-0.0308623,-0.0182464,0.000526233,0.00307698,-4.16455e-05
0.18029,0.554471,-8.74761e-06,0.508217,0.0271448,-0.0384747,0.00639386,0.00121689,0.000919689,-6.63542e-05
0.199709,0.55447,-9.5293e-06,0.508213,0.0036982,-0.0356908,0.0185118,0.00128216,-0.000599037,-7.17575e-05
0.219249,0.554471,-1.38226e-05,0.508211,-0.0112051,-0.0234586,0.0195072,0.000840033,-0.00136575,-5.115e-05
0.238571,0.554472,-1.97024e-05,0.508211,-0.0164262,-0.00735747,0.0150237,0.000306673,-0.00133683,-2.13158e-05
0.260401,0.554473,-2.68541e-05,0.508212,-0.0149335,0.0116117,0.00749369,-0.000408915,-0.00105221,1.94862e-05
0.279904,0.554474,-3.2892e-05,0.508214,-0.0102169,0.0268171,0.00130026,-0.00081874,-0.000510429,5.32617e-05
0.300362,0.554475,-3.61881e-05,0.508216,-0.00439307,0.0343461,-0.00245657,-0.0010162,-9.72875e-05,7.01084e-05
